StateName,CountyName,County_FIPS,Event_name,Year,PropertyDmg,PropertyDmg(ADJ 2023),PropertyDmgPerCapita,Property_Damage_Duration,Duration_Days,Records
VIRGINIA,Grayson,51077,Severe Weather/Tornadoes Southeast/East,2020,186200.0,213861.8595,13.99528,1,1,1
GEORGIA,Greene,13133,Severe Weather/Tornadoes Southeast/East,2020,502000.0,576577.0864,30.30151,1,1,3
NEW YORK,Greene,36039,Severe Weather/Tornadoes Southeast/East,2020,3000.0,3445.6798,0.07216,1,1,4
MISSOURI,Greene,29077,Severe Weather 2023 May Central,2023,80000.0,80000.0,0.26263,1,1,1
ARIZONA,Greenlee,4011,Wildfires 2021 West,2021,25000.0,28592.37257,3.04174,10,10,1
KENTUCKY,Greenup,21089,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.16007,2,2,1
SOUTH CAROLINA,Greenville,45045,Severe Weather/Tornadoes Southeast/East,2020,125000.0,143569.9916,0.2723,1,1,4
MISSISSIPPI,Grenada,28043,Severe Weather/Tornadoes Southeast/East,2020,75000.0,86141.99498,3.99231,1,1,2
NORTH CAROLINA,Guilford,37081,Severe Weather/Tornadoes Southeast/East,2020,25000.0,28713.99833,0.05324,1,1,6
GEORGIA,Gwinnett,13135,Severe Weather/Tornadoes Southeast/East,2020,14000.0,16079.83906,0.01678,1,1,3
GEORGIA,Habersham,13137,Severe Weather/Tornadoes Southeast/East,2020,20000.0,22971.19866,0.49784,1,1,1
VIRGINIA,Halifax,51083,Severe Weather/Tornadoes Southeast/East,2020,5530.0,6351.53643,0.18722,2,2,5
GEORGIA,Hall,13139,Severe Weather/Tornadoes Southeast/East,2020,35000.0,40199.59766,0.19757,1,1,3
ILLINOIS,Hamilton,17065,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.14359,1,1,1
TENNESSEE,Hamilton,47065,Severe Weather/Tornadoes Southeast/East,2020,0.0,0.0,0.0,0,1,3
NEW YORK,Hamilton,36041,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.22614,1,1,1
MASSACHUSETTS,Hampden,25013,Severe Weather/Tornadoes Southeast/East,2020,3500.0,4019.95977,0.00866,1,1,2
MASSACHUSETTS,Hampshire,25015,Severe Weather/Tornadoes Southeast/East,2020,5600.0,6431.93563,0.04387,1,1,2
SOUTH CAROLINA,Hampton,45049,Severe Weather/Tornadoes Southeast/East,2020,0.0,0.0,0.0,0,1,1
VIRGINIA,Hanover,51085,Severe Weather/Tornadoes Southeast/East,2020,2000.0,2297.11987,0.02084,1,1,2
TEXAS,Hardin,48199,Severe Weather 2023 May Central,2023,25000.0,25000.0,0.4291,1,1,1
MARYLAND,Harford,24025,Severe Weather/Tornadoes Southeast/East,2020,2000.0,2297.11987,0.00879,1,1,4
KENTUCKY,Harlan,21095,Severe Weather/Tornadoes Southeast/East,2020,20000.0,22971.19866,0.85861,1,1,1
NORTH CAROLINA,Harnett,37085,Severe Weather/Tornadoes Southeast/East,2020,20000.0,22971.19866,0.17174,1,1,2
GEORGIA,Harris,13145,Severe Weather/Tornadoes Southeast/East,2020,20000.0,22971.19866,0.65824,1,1,1
TEXAS,Harris,48201,Severe Weather 2023 May Central,2023,0.0,0.0,0.0,0,1,2
TEXAS,Harrison,48203,Severe Weather/Tornadoes Southeast/East,2020,150000.0,172283.99,2.50409,1,1,1
WEST VIRGINIA,Harrison,54033,Severe Weather/Tornadoes Southeast/East,2020,10500.0,12059.8793,0.18318,2,2,4
GEORGIA,Hart,13147,Severe Weather/Tornadoes Southeast/East,2020,20000.0,22971.19866,0.88767,1,1,2
NORTH CAROLINA,Haywood,37087,Severe Weather/Tornadoes Southeast/East,2020,750000.0,861419.9498,13.84519,1,1,1
KENTUCKY,Henderson,21101,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.02571,1,1,1
INDIANA,Hendricks,18063,Severe Weather 2023 May Central,2023,50000.0,50000.0,0.26826,1,1,1
VIRGINIA,Henry,51089,Severe Weather/Tornadoes Southeast/East,2020,35000.0,40199.59766,0.79054,1,1,5
NEW YORK,Herkimer,36043,Severe Weather/Tornadoes Southeast/East,2020,2000.0,2297.11987,0.03826,1,1,2
NORTH CAROLINA,Hertford,37091,Severe Weather/Tornadoes Southeast/East,2020,2000.0,2297.11987,0.10745,1,1,2
MISSISSIPPI,Holmes,28051,Severe Weather/Tornadoes Southeast/East,2020,65000.0,74656.39565,4.42225,1,1,3
KENTUCKY,Hopkins,21107,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.02532,1,1,1
SOUTH CAROLINA,Horry,45051,Severe Weather/Tornadoes Southeast/East,2020,17000.0,19525.51886,0.05519,1,1,6
ARKANSAS,Hot Spring,5059,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.17363,1,1,2
GEORGIA,Houston,13153,Severe Weather/Tornadoes Southeast/East,2020,61000.0,70062.15592,0.42628,1,1,16
ALABAMA,Houston,1069,Severe Weather/Tornadoes Southeast/East,2020,3000.0,3445.6798,0.03212,1,1,2
MARYLAND,Howard,24027,Severe Weather/Tornadoes Southeast/East,2020,20000.0,22971.19866,0.06902,1,1,2
MISSOURI,Howell,29091,Severe Weather 2023 May Central,2023,80000.0,80000.0,1.96391,1,1,2
NEW JERSEY,Hudson,34017,Severe Weather/Tornadoes Southeast/East,2020,50000.0,57427.99665,0.07955,1,1,1
MISSISSIPPI,Humphreys,28053,Severe Weather/Tornadoes Southeast/East,2020,50000.0,57427.99665,7.41964,1,1,1
MICHIGAN,Iron,26071,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.09872,2,2,1
MISSISSIPPI,Issaquena,28055,Severe Weather/Tornadoes Southeast/East,2020,12000.0,13782.7192,10.37855,1,1,2
TEXAS,Jack,48237,Severe Weather 2023 May Central,2023,10000.0,10000.0,1.12676,1,1,2
KENTUCKY,Jackson,21109,Severe Weather/Tornadoes Southeast/East,2020,10000.0,11485.59933,0.88603,1,1,1
FLORIDA,Jackson,12063,Severe Weather/Tornadoes Southeast/East,2020,8000.0,9188.47946,0.1951,1,1,4
TENNESSEE,Jackson,47087,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.09873,1,1,1
ILLINOIS,Jackson,17077,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.02172,1,1,1
NORTH CAROLINA,Jackson,37099,Severe Weather/Tornadoes Southeast/East,2020,200000.0,229711.9866,5.43864,1,1,2
ALABAMA,Jackson,1071,Severe Weather/Tornadoes Southeast/East,2020,2900.0,3330.82381,0.06339,1,1,20
ILLINOIS,Jackson,17077,Severe Weather 2023 May Central,2023,2000.0,2000.0,0.03836,1,1,2
MISSISSIPPI,Jasper,28061,Severe Weather/Tornadoes Southeast/East,2020,7265000.0,8344287.914,510.354,1,1,3
MISSOURI,Jasper,29097,Severe Weather 2023 May Central,2023,30000.0,30000.0,0.23989,1,1,2
ILLINOIS,Jefferson,17081,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.03105,1,1,1
GEORGIA,Jefferson,13163,Severe Weather/Tornadoes Southeast/East,2020,31000.0,35605.35792,2.27133,1,1,5
NEW YORK,Jefferson,36045,Severe Weather/Tornadoes Southeast/East,2020,10000.0,11485.59933,0.09895,1,1,1
ARKANSAS,Jefferson,5069,Severe Weather/Tornadoes Southeast/East,2020,30000.0,34456.79799,0.51559,1,1,2
ILLINOIS,Jefferson,17081,Severe Weather 2023 May Central,2023,1000.0,1000.0,0.02753,1,1,2
MISSISSIPPI,Jefferson Davis,28065,Severe Weather/Tornadoes Southeast/East,2020,26000000.0,29862558.26,2649.97411,1,1,3
KENTUCKY,Johnson,21115,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.25357,1,1,1
TEXAS,Johnson,48251,Severe Weather 2023 May Central,2023,200000.0,200000.0,0.98568,1,1,2
MISSISSIPPI,Jones,28067,Severe Weather/Tornadoes Southeast/East,2020,11820000.0,13575978.41,202.13478,1,1,2
WEST VIRGINIA,Kanawha,54039,Severe Weather/Tornadoes Southeast/East,2020,10000.0,11485.59933,0.06373,1,1,1
RHODE ISLAND,Kent,44003,Severe Weather/Tornadoes Southeast/East,2020,300.0,344.56798,0.00202,1,1,1
NEW YORK,Kings,36047,Severe Weather/Tornadoes Southeast/East,2020,50000.0,57427.99665,0.02113,1,1,1
VIRGINIA,King William,51101,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.0641,1,1,2
KENTUCKY,Knott,21119,Severe Weather/Tornadoes Southeast/East,2020,15000.0,17228.399,1.21687,1,1,1
KENTUCKY,Knox,21121,Severe Weather/Tornadoes Southeast/East,2020,60000.0,68913.59598,2.28304,1,1,1
TEXAS,Knox,48275,Severe Weather 2023 May Central,2023,15000.0,15000.0,4.5427,1,1,3
IDAHO,Kootenai,16055,Wildfires 2021 West,2021,500.0,571.84745,0.00318,30,30,3
MONTANA,Lake,30047,Wildfires 2021 West,2021,1190000.0,1360996.934,42.41187,1,1,1
TEXAS,Lamar,48277,Severe Weather/Tornadoes Southeast/East,2020,7000.0,8039.91953,0.16038,1,1,1
GEORGIA,Lamar,13171,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.3096,1,1,1
PENNSYLVANIA,Lancaster,42071,Severe Weather/Tornadoes Southeast/East,2020,8000.0,9188.47946,0.01662,1,1,4
CALIFORNIA,Lassen,6035,Wildfires 2021 West,2021,0.0,0.0,0.0,0,19,1
IDAHO,Latah,16057,Wildfires 2021 West,2021,500.0,571.84745,0.01415,30,30,2
ALABAMA,Lauderdale,1077,Severe Weather/Tornadoes Southeast/East,2020,8200.0,9418.19145,0.10017,2,2,4
MISSISSIPPI,Lauderdale,28075,Severe Weather/Tornadoes Southeast/East,2020,50000.0,57427.99665,0.7902,1,1,1
KENTUCKY,Laurel,21125,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.09155,1,1,1
GEORGIA,Laurens,13175,Severe Weather/Tornadoes Southeast/East,2020,4000.0,4594.23973,0.09275,1,1,4
OHIO,Lawrence,39087,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.09878,1,1,1
MISSISSIPPI,Lawrence,28077,Severe Weather/Tornadoes Southeast/East,2020,1850000.0,2124835.876,177.38007,1,1,2
KENTUCKY,Lawrence,21127,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.35225,1,1,1
TENNESSEE,Lawrence,47099,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.12998,1,1,1
MISSOURI,Lawrence,29109,Severe Weather 2023 May Central,2023,40000.0,40000.0,1.02902,1,1,2
MISSISSIPPI,Leake,28079,Severe Weather/Tornadoes Southeast/East,2020,21000.0,24119.75859,1.13526,1,1,4
NORTH CAROLINA,Lee,37105,Severe Weather/Tornadoes Southeast/East,2020,170000.0,195255.1886,3.07808,1,1,6
GEORGIA,Lee,13177,Severe Weather/Tornadoes Southeast/East,2020,2000.0,2297.11987,0.06914,1,1,2
KENTUCKY,Leslie,21131,Severe Weather/Tornadoes Southeast/East,2020,55000.0,63170.79632,6.03466,1,1,1
KENTUCKY,Letcher,21133,Severe Weather/Tornadoes Southeast/East,2020,55000.0,63170.79632,2.94297,1,1,1
NEW YORK,Lewis,36049,Severe Weather/Tornadoes Southeast/East,2020,6000.0,6891.3596,0.25946,1,1,1
SOUTH CAROLINA,Lexington,45063,Severe Weather/Tornadoes Southeast/East,2020,10.0,11.4856,4e-05,1,1,2
TEXAS,Limestone,48293,Severe Weather/Tornadoes Southeast/East,2020,255000.0,292882.7829,13.22628,1,1,7
ARKANSAS,Lincoln,5079,Severe Weather/Tornadoes Southeast/East,2020,50000.0,57427.99665,4.45524,1,1,2
TEXAS,Llano,48299,Severe Weather/Tornadoes Southeast/East,2020,105000.0,120598.793,5.66457,1,1,4
WEST VIRGINIA,Logan,54045,Severe Weather/Tornadoes Southeast/East,2020,20000.0,22971.19866,0.7065,2,2,3
VIRGINIA,Louisa,51109,Severe Weather/Tornadoes Southeast/East,2020,4000.0,4594.23973,0.12155,1,1,4
MISSISSIPPI,Lowndes,28087,Severe Weather/Tornadoes Southeast/East,2020,50000.0,57427.99665,0.97705,1,1,7
MICHIGAN,Luce,26095,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.17913,1,1,1
GEORGIA,Lumpkin,13187,Severe Weather/Tornadoes Southeast/East,2020,9000.0,10337.0394,0.30728,1,1,4
PENNSYLVANIA,Luzerne,42079,Severe Weather/Tornadoes Southeast/East,2020,25000.0,28713.99833,0.08829,1,1,1
PENNSYLVANIA,Lycoming,42081,Severe Weather/Tornadoes Southeast/East,2020,4000.0,4594.23973,0.04026,1,1,2
NORTH CAROLINA,Macon,37113,Severe Weather/Tornadoes Southeast/East,2020,400000.0,459423.9732,12.38406,1,1,2
MISSISSIPPI,Madison,28089,Severe Weather/Tornadoes Southeast/East,2020,20000.0,22971.19866,0.21023,1,1,3
NORTH CAROLINA,Madison,37115,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.05396,1,1,1
LOUISIANA,Madison,22065,Severe Weather/Tornadoes Southeast/East,2020,6000.0,6891.3596,0.6942,1,1,2
KENTUCKY,Magoffin,21153,Severe Weather/Tornadoes Southeast/East,2020,2500.0,2871.39983,0.24747,1,1,1
ARIZONA,Maricopa,4013,Wildfires 2021 West,2021,2666666.67,3049853.078,0.67783,27,27,14
GEORGIA,Marion,13197,Severe Weather/Tornadoes Southeast/East,2020,15000.0,17228.399,2.28797,1,1,4
SOUTH CAROLINA,Marion,45067,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.03949,1,1,2
MISSISSIPPI,Marion,28091,Severe Weather/Tornadoes Southeast/East,2020,1000000.0,1148559.933,47.12041,1,1,1
TENNESSEE,Marion,47115,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.19892,2,2,2
SOUTH CAROLINA,Marlboro,45069,Severe Weather/Tornadoes Southeast/East,2020,300500.0,345142.2599,13.02915,1,1,4
MICHIGAN,Marquette,26103,Severe Weather/Tornadoes Southeast/East,2020,4000.0,4594.23973,0.0696,2,2,1
TENNESSEE,Marshall,47117,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.16658,1,1,1
KENTUCKY,Martin,21159,Severe Weather/Tornadoes Southeast/East,2020,2000.0,2297.11987,0.20413,1,1,1
VIRGINIA,Martinsville,51690,Severe Weather/Tornadoes Southeast/East,2020,25000.0,28713.99833,2.13107,1,1,2
TENNESSEE,Maury,47119,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.0564,1,1,1
KENTUCKY,McCracken,21145,Severe Weather 2023 May Central,2023,5000.0,5000.0,0.07415,1,1,2
KENTUCKY,McCreary,21147,Severe Weather/Tornadoes Southeast/East,2020,65000.0,74656.39565,4.43328,1,1,1
WEST VIRGINIA,McDowell,54047,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.30329,1,1,1
KENTUCKY,McLean,21149,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.12572,1,1,1
ILLINOIS,McLean,17113,Severe Weather 2023 May Central,2023,6000.0,6000.0,0.0352,1,1,2
TEXAS,McLennan,48309,Severe Weather/Tornadoes Southeast/East,2020,65000.0,74656.39565,0.28583,1,1,4
VIRGINIA,Mecklenburg,51117,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.03793,1,1,2
NORTH CAROLINA,Mecklenburg,37119,Severe Weather/Tornadoes Southeast/East,2020,50000.0,57427.99665,0.05139,1,1,2
OHIO,Medina,39103,Severe Weather/Tornadoes Southeast/East,2020,2000.0,2297.11987,0.01258,1,1,1
CALIFORNIA,Mendocino,6045,Wildfires 2021 West,2021,18000000.0,20586508.25,225.43017,9,9,1
KENTUCKY,Menifee,21165,Severe Weather/Tornadoes Southeast/East,2020,2500.0,2871.39983,0.4672,2,2,1
MASSACHUSETTS,Middlesex,25017,Severe Weather/Tornadoes Southeast/East,2020,3000.0,3445.6798,0.00212,1,1,2
MISSOURI,Mississippi,29133,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.09473,1,1,1
COLORADO,Moffat,8081,Wildfires 2021 West,2021,293666.67,335865.0736,25.51197,31,31,3
NEW YORK,Monroe,36055,Severe Weather/Tornadoes Southeast/East,2020,10000.0,11485.59933,0.01516,1,1,1
GEORGIA,Monroe,13207,Severe Weather/Tornadoes Southeast/East,2020,10000000.0,11485599.33,409.36662,1,1,1
ARKANSAS,Monroe,5095,Severe Weather/Tornadoes Southeast/East,2020,50000.0,57427.99665,8.47521,1,1,2
NORTH CAROLINA,Montgomery,37123,Severe Weather/Tornadoes Southeast/East,2020,22500.0,25842.59849,1.00434,1,1,4
MARYLAND,Montgomery,24031,Severe Weather/Tornadoes Southeast/East,2020,828000.0,951007.6246,0.89641,1,1,20
MISSISSIPPI,Montgomery,28097,Severe Weather/Tornadoes Southeast/East,2020,100000.0,114855.9933,11.72718,1,1,2
VIRGINIA,Montgomery,51121,Severe Weather/Tornadoes Southeast/East,2020,39000.0,44793.83739,0.44985,1,1,1
NEW YORK,Montgomery,36057,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.02321,1,1,1
TEXAS,Montgomery,48339,Severe Weather 2023 May Central,2023,300.0,300.0,0.00042,1,1,1
NORTH CAROLINA,Moore,37125,Severe Weather/Tornadoes Southeast/East,2020,20000.0,22971.19866,0.22903,1,1,6
LOUISIANA,Morehouse,22067,Severe Weather/Tornadoes Southeast/East,2020,50000.0,57427.99665,2.25517,1,1,8
ALABAMA,Morgan,1103,Severe Weather/Tornadoes Southeast/East,2020,10000.0,11485.59933,0.09316,1,1,1
KENTUCKY,Muhlenberg,21177,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.03718,1,1,1
KENTUCKY,Muhlenberg,21177,Severe Weather 2023 May Central,2023,5000.0,5000.0,0.16357,1,1,2
GEORGIA,Murray,13213,Severe Weather/Tornadoes Southeast/East,2020,500000.0,574279.9665,14.35269,1,1,1
NORTH CAROLINA,Nash,37127,Severe Weather/Tornadoes Southeast/East,2020,22500.0,25842.59849,0.27158,1,1,4
NEW YORK,Nassau,36059,Severe Weather/Tornadoes Southeast/East,2020,200000.0,229711.9866,0.1652,1,1,2
TEXAS,Navarro,48349,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.10869,1,1,2
MISSISSIPPI,Neshoba,28099,Severe Weather/Tornadoes Southeast/East,2020,9000.0,10337.0394,0.35656,1,1,2
NORTH CAROLINA,New Hanover,37129,Severe Weather/Tornadoes Southeast/East,2020,12500.0,14356.99916,0.06344,1,1,8
VIRGINIA,New Kent,51127,Severe Weather/Tornadoes Southeast/East,2020,2000.0,2297.11987,0.09934,1,1,2
MISSOURI,New Madrid,29143,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.07036,1,1,1
NEW YORK,New York,36061,Severe Weather/Tornadoes Southeast/East,2020,50000.0,57427.99665,0.03424,1,1,1
NEW YORK,Niagara,36063,Severe Weather/Tornadoes Southeast/East,2020,6000.0,6891.3596,0.03249,1,1,1
WEST VIRGINIA,Nicholas,54067,Severe Weather/Tornadoes Southeast/East,2020,3000.0,3445.6798,0.14031,1,1,2
MASSACHUSETTS,Norfolk,25021,Severe Weather/Tornadoes Southeast/East,2020,1400.0,1607.98391,0.00222,1,1,2
VIRGINIA,Norfolk,51710,Severe Weather/Tornadoes Southeast/East,2020,5500.0,6317.07963,0.02657,1,1,6
VIRGINIA,Northampton,51131,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.09404,1,1,1
VIRGINIA,Nottoway,51135,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.0734,1,1,2
MISSISSIPPI,Noxubee,28103,Severe Weather/Tornadoes Southeast/East,2020,170000.0,195255.1886,19.08839,1,1,2
SOUTH CAROLINA,Oconee,45073,Severe Weather/Tornadoes Southeast/East,2020,100010000.0,114867478.9,1458.00516,1,1,3
GEORGIA,Oconee,13219,Severe Weather/Tornadoes Southeast/East,2020,2000.0,2297.11987,0.05467,1,1,2
WASHINGTON,Okanogan,53047,Wildfires 2021 West,2021,500000.0,571847.4514,13.36967,30,30,1
MISSISSIPPI,Oktibbeha,28105,Severe Weather/Tornadoes Southeast/East,2020,39000.0,44793.83739,0.86627,1,1,21
NEW YORK,Oneida,36065,Severe Weather/Tornadoes Southeast/East,2020,20000.0,22971.19866,0.09941,1,1,2
NEW YORK,Ontario,36069,Severe Weather/Tornadoes Southeast/East,2020,10000.0,11485.59933,0.10222,1,1,1
NORTH CAROLINA,Orange,37135,Severe Weather/Tornadoes Southeast/East,2020,21500.0,24694.03856,0.17196,1,1,6
NEW YORK,Orange,36071,Severe Weather/Tornadoes Southeast/East,2020,100000.0,114855.9933,0.28643,1,1,1
CALIFORNIA,Orange,6059,Wildfires 2021 West,2021,33333.33,38123.15962,0.01206,4,4,1
TEXAS,Orange,48361,Severe Weather 2023 May Central,2023,15000.0,15000.0,0.17498,1,1,3
SOUTH CAROLINA,Orangeburg,45075,Severe Weather/Tornadoes Southeast/East,2020,10.0,11.4856,0.00014,1,1,3
SOUTH CAROLINA,Orangeburg,45075,Severe Weather 2023 May Central,2023,200.0,200.0,0.00241,1,1,2
NEW YORK,Orleans,36073,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.02862,1,1,1
NEW YORK,Oswego,36075,Severe Weather/Tornadoes Southeast/East,2020,10000.0,11485.59933,0.09781,1,1,1
NEW YORK,Otsego,36077,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.09838,1,1,2
MICHIGAN,Otsego,26137,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.2285,1,1,1
LOUISIANA,Ouachita,22073,Severe Weather/Tornadoes Southeast/East,2020,250775000.0,288030117.2,1798.94022,1,1,3
TENNESSEE,Overton,47133,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.25422,1,1,1
MISSISSIPPI,Panola,28107,Severe Weather/Tornadoes Southeast/East,2020,50000.0,57427.99665,1.73138,1,1,3
NORTH CAROLINA,Pasquotank,37139,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.14153,1,1,4
NEW JERSEY,Passaic,34031,Severe Weather/Tornadoes Southeast/East,2020,50000.0,57427.99665,0.10971,1,1,1
VIRGINIA,Patrick,51141,Severe Weather/Tornadoes Southeast/East,2020,16000.0,18376.95893,1.04468,1,1,1
GEORGIA,Peach,13225,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.04097,1,1,2
NORTH CAROLINA,Pender,37141,Severe Weather/Tornadoes Southeast/East,2020,277000.0,318151.1015,5.24664,1,1,4
WASHINGTON,Pend Oreille,53051,Wildfires 2021 West,2021,1000000.0,1143694.903,82.33352,17,17,1
NORTH CAROLINA,Perquimans,37143,Severe Weather/Tornadoes Southeast/East,2020,3000.0,3445.6798,0.26469,1,1,2
ILLINOIS,Perry,17145,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.05499,1,1,1
MISSOURI,Perry,29157,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.06055,1,1,1
KENTUCKY,Perry,21193,Severe Weather/Tornadoes Southeast/East,2020,55000.0,63170.79632,2.22691,1,1,1
MISSOURI,Phelps,29161,Severe Weather 2023 May Central,2023,25000.0,25000.0,0.55207,1,1,1
SOUTH CAROLINA,Pickens,45077,Severe Weather/Tornadoes Southeast/East,2020,200000.0,229711.9866,1.74442,1,1,1
ARKANSAS,Pike,5109,Severe Weather/Tornadoes Southeast/East,2020,20000.0,22971.19866,2.2605,1,1,2
INDIANA,Pike,18125,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.09377,1,1,1
KENTUCKY,Pike,21195,Severe Weather/Tornadoes Southeast/East,2020,150000.0,172283.99,2.948,2,2,1
ARIZONA,Pinal,4021,Wildfires 2021 West,2021,2666666.67,3049853.078,6.79265,27,27,1
VIRGINIA,Pittsylvania,51143,Severe Weather/Tornadoes Southeast/East,2020,42400.0,48698.94116,0.80671,2,2,5
CALIFORNIA,Plumas,6063,Wildfires 2021 West,2021,0.0,0.0,0.0,0,19,1
MASSACHUSETTS,Plymouth,25023,Severe Weather/Tornadoes Southeast/East,2020,1700.0,1952.55189,0.00368,1,1,2
WEST VIRGINIA,Pocahontas,54075,Severe Weather/Tornadoes Southeast/East,2020,5000.0,5742.79967,0.73064,2,2,1
GEORGIA,Polk,13233,Severe Weather/Tornadoes Southeast/East,2020,15000.0,17228.399,0.40137,1,1,4
MISSOURI,Polk,29167,Severe Weather 2023 May Central,2023,242000.0,242000.0,7.38255,1,1,4
VIRGINIA,Portsmouth,51740,Severe Weather/Tornadoes Southeast/East,2020,5500.0,6317.07963,0.06449,1,1,6
INDIANA,Posey,18129,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.0456,1,1,1
IDAHO,Power,16077,Wildfires 2021 West,2021,103333.34,118181.8143,14.81904,2,2,2
IOWA,Poweshiek,19157,Severe Weather 2023 May Central,2023,80000.0,80000.0,4.33534,1,1,3
MISSISSIPPI,Prentiss,28117,Severe Weather/Tornadoes Southeast/East,2020,15000.0,17228.399,0.68994,1,1,2
VIRGINIA,Prince Edward,51147,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.05243,1,1,2
VIRGINIA,Prince George,51149,Severe Weather/Tornadoes Southeast/East,2020,3000.0,3445.6798,0.08,1,1,4
MARYLAND,Prince George's,24033,Severe Weather/Tornadoes Southeast/East,2020,1000.0,1148.55993,0.00119,1,1,2
RHODE ISLAND,Providence,44007,Severe Weather/Tornadoes Southeast/East,2020,1900.0,2182.26387,0.00331,1,1,2
GEORGIA,Pulaski,13235,Severe Weather/Tornadoes Southeast/East,2020,3000.0,3445.6798,0.34911,1,1,4
VIRGINIA,Pulaski,51155,Severe Weather/Tornadoes Southeast/East,2020,312000.0,358350.6991,10.5999,1,1,1
ILLINOIS,Pulaski,17153,Severe Weather 2023 May Central,2023,20000.0,20000.0,4.07249,1,1,2
MISSOURI,Pulaski,29169,Severe Weather 2023 May Central,2023,100000.0,100000.0,1.85832,1,1,1
TENNESSEE,Putnam,47141,Severe Weather/Tornadoes Southeast/East,2020,11000.0,12634.15926,0.15779,1,1,2
GEORGIA,Putnam,13237,Severe Weather/Tornadoes Southeast/East,2020,108000.0,124044.4728,5.59515,1,1,3
NEW YORK,Putnam,36079,Severe Weather/Tornadoes Southeast/East,2020,50000.0,57427.99665,0.58819,1,1,1
NEW YORK,Queens,36081,Severe Weather/Tornadoes Southeast/East,2020,150000.0,172283.99,0.07212,1,1,2
GEORGIA,Quitman,13239,Severe Weather/Tornadoes Southeast/East,2020,2000.0,2297.11987,1.03149,1,1,2
WEST VIRGINIA,Raleigh,54081,Severe Weather/Tornadoes Southeast/East,2020,20000.0,22971.19866,0.30878,2,2,2
WEST VIRGINIA,Randolph,54083,Severe Weather/Tornadoes Southeast/East,2020,10000.0,11485.59933,0.41179,2,2,2
NORTH CAROLINA,Randolph,37151,Severe Weather/Tornadoes Southeast/East,2020,15000.0,17228.399,0.11929,1,1,4
MISSISSIPPI,Rankin,28121,Severe Weather/Tornadoes Southeast/East,2020,33000.0,37902.47779,0.24117,1,1,4
TEXAS,Real,48385,Severe Weather/Tornadoes Southeast/East,2020,3000.0,3445.6798,1.25252,1,1,4
LOUISIANA,Richland,22083,Severe Weather/Tornadoes Southeast/East,2020,36000.0,41348.15759,2.06472,1,1,9
